names,scores,logfoldchanges,pvals,pvals_adj
PTPN14,15.020782,2.5559802,5.367006945342976e-51,4.93638191163941e-49
CDV3,15.012626,0.94621336,6.069672231296501e-51,5.568092267535314e-49
SLC44A2,15.0088,1.6154299,6.430129389421743e-51,5.883400940034711e-49
PAPOLA,14.995228,0.832437,7.889099891049637e-51,7.199572069403351e-49
ILF3,14.980514,0.93047893,9.845393431346913e-51,8.961603580579632e-49
CYTH2,14.9663515,1.1033958,1.2182334103151953e-50,1.1060111336285371e-48
BCAR3,14.945448,2.0044067,1.6676626481349053e-50,1.5101372974798944e-48
TMEM159,14.942802,1.7669314,1.7352124408539403e-50,1.5672670722211618e-48
OGFRL1,14.939875,1.4163659,1.8131691890415033e-50,1.6334794732557237e-48
WFDC21P,14.93873,3.0662453,1.8445701313960075e-50,1.6575184543887143e-48
BDP1,14.92874,1.1666027,2.1427828753027257e-50,1.920578477646971e-48
PRPF6,14.919241,1.2202568,2.4706719340205116e-50,2.2088310025906024e-48
GOLGA2P7,14.914037,3.065985,2.671041786204436e-50,2.3819049024947427e-48
ZNF274,14.893392,1.9754474,3.6383699543459777e-50,3.236307046732808e-48
BCLAF1,14.882121,1.0574402,4.306272872866171e-50,3.820729732024064e-48
NEDD9,14.879292,1.4652109,4.492328424087214e-50,3.975767233760813e-48
USP43,14.847437,3.0462148,7.227938057697635e-50,6.380743810482573e-48
NMB,14.832094,1.2733448,9.085313641390894e-50,8.000313152638322e-48
SPINT2,14.796623,1.1471146,1.540230531805309e-49,1.352899993374488e-47
TRIM29,14.792034,3.6222,1.6489428482556566e-49,1.4447782287646508e-47
ERO1A,14.78774,1.2149589,1.7575650028766937e-49,1.5361205566187223e-47
MAP4K5,14.771179,1.2517921,2.2474528780844518e-49,1.9594108404838017e-47
CD9,14.7494755,1.1275368,3.1006341062862908e-49,2.6965539436724957e-47
RRBP1,14.736963,0.94277143,3.731933025328843e-49,3.237567082590837e-47
CHD6,14.733949,1.273472,3.902226978692918e-49,3.3769641600092533e-47
TUBB2A,14.731168,1.0948825,4.0661640184488105e-49,3.510188520594569e-47
NCBP3,14.714705,1.3977807,5.1871301588144834e-49,4.466907307106541e-47
LYRM1,14.713919,1.5914732,5.247858722292825e-49,4.50815443050754e-47
MRPL51,14.712676,0.8403786,5.3451388866415665e-49,4.580523287369547e-47
MTATP6P1,14.709489,0.97342795,5.602881713770658e-49,4.789714087915622e-47
CUL3,14.709182,1.2136312,5.62840573878231e-49,4.799855233789235e-47
CD55,14.682925,1.0539186,8.293358325765824e-49,7.038336830332903e-47
SLC25A3,14.681609,0.6369433,8.455971318137977e-49,7.159049452115128e-47
SRSF9,14.665627,0.83165777,1.0702439860325885e-48,9.03918808876322e-47
MRPL55,14.664544,1.0073936,1.0874526682992549e-48,9.162505875466264e-47
HSBP1L1,14.630254,1.6620893,1.801139579472568e-48,1.5139483044203033e-46
ATOX1,14.598867,0.8949997,2.855502326478771e-48,2.394464779017461e-46
PDIA6,14.597858,0.81394255,2.8980685185654833e-48,2.4229818203857266e-46
PTPRK,14.594906,1.6383706,3.026316240239386e-48,2.5196592677917256e-46
PAFAH1B1,14.594179,0.9308728,3.05869933789085e-48,2.5406005020518917e-46
NIPBL,14.570581,1.0609418,4.3219775700969655e-48,3.581431177484832e-46
DNAJC3,14.564356,0.92081183,4.7342729099015166e-48,3.9138512632797594e-46
CHD2,14.553381,1.154588,5.558654393884936e-48,4.584585026505803e-46
CLPTM1L,14.548373,1.5122955,5.980843350597684e-48,4.9212396047599436e-46
YAF2,14.546823,1.106635,6.117904657377114e-48,5.022256545255722e-46
NUDT3,14.546282,1.0869277,6.166500158873999e-48,5.0503492559915606e-46
CANX,14.543722,0.9114579,6.401476296779221e-48,5.230601620635766e-46
PLPP2,14.539687,2.973906,6.79025086221346e-48,5.5353935973055665e-46
MSI2,14.52694,1.6516503,8.179298386458137e-48,6.652306685375153e-46
KPNA6,14.4855385,1.4666878,1.4954562243062776e-47,1.2134608415935582e-45
PMAIP1,14.470183,0.9736138,1.869719289759519e-47,1.5136540840023203e-45
YY1,14.451863,0.8908016,2.4399327880269053e-47,1.9707365174097773e-45
TFAP2A,14.444764,2.517786,2.7048014714505267e-47,2.179660543564547e-45
ATF3,14.441751,1.5486159,2.8257471768659067e-47,2.2719136626815476e-45
PLEKHB2,14.422864,1.0698053,3.7159650282190945e-47,2.980831764074838e-45
IGF1R,14.4192095,2.5226035,3.9180198938387443e-47,3.135754646242011e-45
ASAP2,14.403769,2.4144526,4.899710425208207e-47,3.912530131583872e-45
RP11-352M15.2,14.389645,1.7861545,6.010422027228698e-47,4.788575463190029e-45
ARPC5,14.383086,0.9037666,6.608057895020936e-47,5.252808012252502e-45
ACP1,14.359624,0.87007546,9.272954151383435e-47,7.354520183044175e-45
ATP6V1D,14.350309,1.1725751,1.0606261127559998e-46,8.374179431838663e-45
KRT7,14.342091,1.098447,1.194031777892939e-46,9.40634675252655e-45
SH3RF1,14.332383,1.7742493,1.373257653412461e-46,1.0794050929003762e-44
CRNDE,14.316684,2.2384796,1.721434733691744e-46,1.347051433591524e-44
RPL26,14.312476,0.53930426,1.8288414076325212e-46,1.427918730159303e-44
HSPB11,14.29279,1.2934127,2.4268750700320033e-46,1.890648682606972e-44
DUSP5,14.286626,1.1727755,2.6514722326714013e-46,2.0610503737811875e-44
RPAIN,14.275639,1.0843486,3.104291987773181e-46,2.4077107944903025e-44
CTDNEP1,14.274372,1.1474096,3.161238595387471e-46,2.4464783711219997e-44
CRABP2,14.230952,1.0645784,5.887455608109964e-46,4.536310368222448e-44
PPP1R14C,14.210725,2.8803601,7.860730169936223e-46,6.043473840715737e-44
EFNB2,14.192479,1.3942934,1.019888106518574e-45,7.806921268525076e-44
DSTN,14.180668,0.7654332,1.2069321456397466e-45,9.218600203707065e-44
CSDE1,14.168388,0.7597885,1.437619650635015e-45,1.0956782304785522e-43
ESF1,14.165128,1.1885227,1.5059241413669747e-45,1.1452520499335207e-43
CAST,14.164304,0.8396997,1.523699046023888e-45,1.1562670838455574e-43
MED13L,14.161462,1.6315049,1.5865986488802507e-45,1.2014039553536122e-43
RDX,14.141468,1.0088667,2.108395220354386e-45,1.5896666538015313e-43
CHTOP,14.141013,1.0253885,2.1220795910329873e-45,1.596558167686167e-43
RBM47,14.1364355,1.5861425,2.2646704844878396e-45,1.6965713746797494e-43
SLC25A33,14.1332,1.0361559,2.3711951753916158e-45,1.7725945210081792e-43
RPS8,14.13133,0.35842887,2.4350191215691865e-45,1.8164415464189676e-43
TUBA1C,14.127626,0.9206619,2.5664948453190167e-45,1.9104617879297385e-43
RP3-331H24.6,14.115311,3.4985428,3.05666228930768e-45,2.2705249373113178e-43
HDAC1,14.111644,1.4513525,3.219826744108107e-45,2.3866795918615682e-43
TRIM33,14.099193,1.1813722,3.841380626457439e-45,2.8414085960122553e-43
LTB,14.096782,1.5746932,3.974896188873015e-45,2.9339911259675082e-43
NFKBIZ,14.08219,1.1167362,4.8871979983427054e-45,3.599826030854737e-43
SMG1,14.081181,1.1996784,4.957477465544286e-45,3.643953363010429e-43
PSME4,14.067154,1.2952497,6.045352458413273e-45,4.434310200967648e-43
RHOB,14.062552,1.2642577,6.45163692392522e-45,4.72246381921068e-43
MUC5B,14.058431,8.209472,6.838561619872299e-45,4.9952778069483e-43
GPX3,14.055995,1.5874332,7.07801859033289e-45,5.159464381148259e-43
MCL1,14.050877,0.85508424,7.608639442128868e-45,5.5347732256562685e-43
RPL11,14.045808,0.30538806,8.173146303752117e-45,5.933130069882864e-43
METAP2,14.043273,0.8225963,8.470835408037255e-45,6.136552619822452e-43
ADNP,14.041366,1.4679254,8.701915299786259e-45,6.290983416831075e-43
TDG,14.024559,1.1360685,1.1029541697057595e-44,7.957350051871018e-43
TIMM17A,14.022455,0.92668366,1.1361496447261395e-44,8.180044624478055e-43
SSBP3,14.0218525,1.6703897,1.1458437273102534e-44,8.232969194078886e-43
CDYL,14.011025,1.4377545,1.3346439686221883e-44,9.569942007661343e-43
TNFAIP1,14.001133,2.0293279,1.534053297101416e-44,1.0977385456956875e-42
SPRY2,13.949027,1.3824726,3.1892557609987907e-44,2.2683097401354758e-42
SSFA2,13.947834,1.5250309,3.2430655955402975e-44,2.3019214080668354e-42
TOR1AIP2,13.93868,1.1522962,3.6869664378406387e-44,2.6117251168050572e-42
ADIPOR1,13.929563,1.0295238,4.189112213071172e-44,2.9614578995222465e-42
OSGIN2,13.928308,1.9383248,4.2633634907400484e-44,3.007897113396618e-42
PPP2R2A,13.927188,1.1341829,4.330711692120422e-44,3.049289685423868e-42
LIMA1,13.901486,1.2097114,6.20397536986834e-44,4.3595334924064824e-42
DYNLL1,13.896614,0.83066356,6.640960942348951e-44,4.657288676834938e-42
RPL26P19,13.891569,1.4025369,7.125675811260972e-44,4.987263339216221e-42
TAX1BP3,13.882145,1.0555052,8.127505316693872e-44,5.665871017897603e-42
ASXL1,13.875895,0.97832185,8.867979352274404e-44,6.169830783013093e-42
PPP3CA,13.842552,1.3370848,1.4110703753326644e-43,9.798015343342522e-42
MAT2A,13.827504,1.3879296,1.739513043076287e-43,1.2054791078596717e-41
ELAVL1,13.815176,0.9278834,2.064484674253978e-43,1.4250622599197156e-41
PHB2,13.8027,0.84545064,2.454819744446636e-43,1.691178269041815e-41
HEBP1,13.764412,1.2162127,4.172682959375129e-43,2.863422183157132e-41
TCF7L2,13.7421665,1.6718106,5.675172904322269e-43,3.8868849901240336e-41
ZC3H15,13.730552,0.79676306,6.6624036790712405e-43,4.554154732765915e-41
SOX4,13.710866,1.0448117,8.740812558537995e-43,5.963270859111309e-41
RSRC2,13.696901,0.8110755,1.0594986444498925e-42,7.200287209428815e-41
CST2,13.684266,6.2131233,1.260742504721393e-42,8.551387626136322e-41
FBN2,13.674669,2.6125827,1.4386058255201592e-42,9.739001094345047e-41
LRRC75A-AS1,13.672257,0.6236743,1.4870921984192554e-42,1.0047881613742411e-40
NACA,13.669526,0.36141527,1.543976285271021e-42,1.0412208595584897e-40
PRPF4B,13.657382,1.0119979,1.8242428869721756e-42,1.2255214882173498e-40
PTRHD1,13.653642,0.91980135,1.9203583067193708e-42,1.2876295631027689e-40
ARID4B,13.647761,0.8618538,2.0817723814889696e-42,1.3932013833069513e-40
UFC1,13.629957,0.7695865,2.657347484953057e-42,1.7750171841031493e-40
PARP1,13.61742,1.2083317,3.1551765880947536e-42,2.103550842935658e-40
EIF3B,13.607479,1.1858294,3.6150035345739936e-42,2.4055520679404786e-40
ARHGEF12,13.607085,1.5969279,3.634526581774682e-42,2.41397148299912e-40
BRI3,13.58986,0.7831306,4.5995880324688515e-42,3.049179726807417e-40
MPC2,13.587166,0.7620457,4.772055229254191e-42,3.157554811296535e-40
IER3,13.586501,0.8611417,4.815560709945334e-42,3.1803519839084454e-40
SPAG7,13.584496,0.90377235,4.94928995680079e-42,3.262538510922997e-40
RTFDC1,13.584065,0.8571354,4.9784830722421185e-42,3.2756367554911392e-40
NRP1,13.578344,1.8716801,5.3829824610673576e-42,3.535160537749563e-40
PPP1CC,13.577089,0.8709723,5.4759930793337634e-42,3.5895338963132795e-40
ELOF1,13.574087,0.90427613,5.705025626808186e-42,3.732701590277572e-40
PFDN4,13.570088,0.85950184,6.02495103529406e-42,3.930034053525297e-40
DHX33,13.570039,1.8014654,6.028997736872448e-42,3.930034053525297e-40
ZNF414,13.567074,2.0035646,6.27786590832487e-42,4.0846818275739685e-40
ALCAM,13.561378,1.5035157,6.785006409543736e-42,4.406491685754513e-40
DDX27,13.553675,1.0445441,7.536050554504204e-42,4.885223915728878e-40
SNHG17,13.53741,0.8940422,9.404701121364616e-42,6.085343902378376e-40
CREB5,13.530876,1.3940036,1.0279059887898894e-41,6.638874433112641e-40
CLEC4M,13.52774,6.281898,1.0727230161582712e-41,6.91561893077447e-40
UBE2D1,13.51813,0.90106696,1.2224375469482243e-41,7.866363225645762e-40
DIAPH1,13.502726,1.2711138,1.506955212684751e-41,9.679501169593916e-40
PPP1CB,13.4960575,0.8569008,1.6497131238628753e-41,1.0577129672796008e-39
DDX46,13.482929,0.8308513,1.9712220732754e-41,1.2615462212118612e-39
LAMA5,13.46034,1.6654329,2.676819068637788e-41,1.7038050358077657e-39
C12orf49,13.4560585,1.1103469,2.83648981925012e-41,1.802171244111265e-39
HNRNPU,13.450534,0.7352408,3.056571549893251e-41,1.9384953322292305e-39
BEX2,13.438993,1.2608794,3.5726450470503504e-41,2.2617096167227758e-39
RTN4,13.4369135,0.7821373,3.67444088837823e-41,2.3219690757764227e-39
CHD4,13.430258,1.0455933,4.0201069862774944e-41,2.5358430693511625e-39
GPBP1,13.422457,0.7224358,4.4665460828884974e-41,2.8073720325990585e-39
PIN1,13.413587,0.9061956,5.034425466358956e-41,3.1586524778664635e-39
MLEC,13.404912,0.880749,5.659025832176753e-41,3.5442045029149774e-39
SNHG6,13.391944,0.66503,6.739327242228874e-41,4.213278694941486e-39
SNX5,13.389348,1.1665378,6.979064139370473e-41,4.355407078806067e-39
ERGIC3,13.380637,0.75071776,7.847183618676828e-41,4.888489298620751e-39
RBM38,13.361517,1.0843012,1.014744180225091e-40,6.310271995081163e-39
FUOM,13.344514,1.4650278,1.2749989084015918e-40,7.90332995880433e-39
LUZP1,13.323511,0.8809581,1.6896944739519278e-40,1.045200974336285e-38
NORAD,13.317175,0.8966708,1.8393655793419704e-40,1.1357840005304066e-38
BLCAP,13.315244,1.3547444,1.887563187255701e-40,1.1635005716531413e-38
TAF9,13.314025,0.83695734,1.9185988477853582e-40,1.1805599039744058e-38
CXCL8,13.289935,1.1207274,2.6480866425940235e-40,1.6265825906912764e-38
C19orf53,13.271405,0.62666994,3.391587035058304e-40,2.076017604124974e-38
RALGPS2,13.265254,2.137081,3.681722450136921e-40,2.249692491922795e-38
CLDN6,13.2592745,0.9443531,3.9873587667231395e-40,2.432219622722526e-38
AHCY,13.2540455,1.172593,4.275233355389758e-40,2.598794531861923e-38
CDK2AP2,13.225095,1.0552903,6.285793099464384e-40,3.814358213293284e-38
DTD1,13.211979,1.2048119,7.483068642444918e-40,4.533062357798314e-38
SAT2,13.210601,0.8844559,7.621333237770508e-40,4.608873378813542e-38
RPL5P4,13.199749,2.0950396,8.802745936500775e-40,5.305051088832842e-38
SLC25A11,13.192245,1.3509427,9.724658511288964e-40,5.850614328666742e-38
ADNP2,13.188713,2.2596126,1.019101939596589e-39,6.120708828671137e-38
SIPA1L2,13.187077,2.0779643,1.0414613814957153e-39,6.244325194343336e-38
EHF,13.180186,1.9974642,1.1410823257776176e-39,6.82997061604712e-38
ITGAE,13.1739855,0.9740038,1.238813349114254e-39,7.4023311260424e-38
COX17,13.163959,0.8174771,1.4147573242306649e-39,8.439303664999052e-38
YWHAQ,13.148603,0.71930414,1.73347064646379e-39,1.0322964603983945e-37
TBCA,13.143448,0.7544892,1.8557406299416182e-39,1.103239374500825e-37
SLC2A1,13.141025,1.1290722,1.9161549419170824e-39,1.137231484531363e-37
WSB1,13.134331,0.85810024,2.0933317510412427e-39,1.2402902373159202e-37
GMEB2,13.125755,2.1300476,2.3443330805440195e-39,1.3843385342002373e-37
MAFK,13.117426,1.957941,2.6167301519431368e-39,1.5425975484651361e-37
GADD45A,13.10714,0.9364512,2.996879833712477e-39,1.7637415905776865e-37
DESI2,13.098405,1.0976224,3.362520977642872e-39,1.975621647984654e-37
C6orf132,13.089767,1.0734688,3.7676013561285013e-39,2.2099277737491635e-37
HOOK2,13.088168,1.6029911,3.847773919598726e-39,2.2505364371706743e-37
UQCRQ,13.088131,0.68827397,3.8496439411970264e-39,2.2505364371706743e-37
VPS4B,13.086125,1.0562936,3.9526184546835267e-39,2.3068978306529187e-37
NUP88,13.076775,1.799058,4.470079927579263e-39,2.6045813972719305e-37
KMT2A,13.064766,1.0173908,5.2345069799942966e-39,3.0348911343580793e-37
LAD1,13.06062,1.857977,5.527571388495131e-39,3.1995258770144385e-37
SLIRP,13.05731,0.74688476,5.7731623607002896e-39,3.33618518985534e-37
RPN2,13.04919,0.7953106,6.422660457902711e-39,3.6993471342362577e-37
RASAL2,13.043666,1.4288056,6.90553814932354e-39,3.964478478373899e-37
SLC25A4,13.040405,1.5776446,7.207296169332778e-39,4.1309682040702635e-37
CCND1,13.033269,0.8919213,7.914267350182756e-39,4.5287912597503445e-37
TRIO,13.0153055,1.5609812,1.0014053357944153e-38,5.72103682490029e-37
ABHD12,13.0090065,1.0242596,1.0874683225577462e-38,6.192576906493746e-37
ING2,12.998167,1.2340326,1.2531100955828627e-38,7.124275600049171e-37
KCNQ1OT1,12.994131,0.9976331,1.3209914625905374e-38,7.498067049776822e-37
ZMYND8,12.969623,2.1208224,1.8192402568537465e-38,1.027636759237241e-36
CCL20,12.965304,1.7397268,1.9246594462286704e-38,1.0854399621708562e-36
SULF2,12.962905,1.2755766,1.9858271172922688e-38,1.118141598815126e-36
RIOK3,12.929538,0.8896097,3.066585803215598e-38,1.7211580223000005e-36
ZNF562,12.922316,2.1588163,3.368511589904228e-38,1.8876021485053438e-36
DDX1,12.917,1.0608859,3.609422065615906e-38,2.0193796859142494e-36
SH3GLB2,12.911057,1.9686116,3.8991008729323404e-38,2.177979478068009e-36
EVI5,12.888862,1.4159251,5.200581366406678e-38,2.9003559731539464e-36
RPAP3,12.882217,1.6709273,5.668309434486979e-38,3.1512033541250005e-36
AGFG1,12.878773,1.6710997,5.92706237615834e-38,3.289847339436387e-36
KLF10,12.866801,1.1387721,6.920951758140059e-38,3.835451735366735e-36
NDUFC1,12.866445,0.8276725,6.952988565771613e-38,3.84713784658875e-36
AMOTL2,12.855248,1.778797,8.03675739219195e-38,4.439803002746292e-36
ARID1A,12.83539,1.2215489,1.038784357698329e-37,5.720640816258745e-36
ERP29,12.832868,0.71791565,1.0731691790597508e-37,5.900751033844185e-36
NRN1,12.824538,5.1775217,1.1949627861919918e-37,6.560158983258692e-36
ARL8A,12.820109,1.2394309,1.265225464485685e-37,6.93505408653737e-36
PHACTR4,12.808482,1.3978679,1.4698166952319217e-37,8.043926726942923e-36
H2AFY,12.80596,0.7619375,1.5183666788799721e-37,8.296705017487998e-36
MEF2A,12.805824,1.2623379,1.521016397077027e-37,8.29827812287288e-36
NOC2L,12.797532,1.0607548,1.6924523382655792e-37,9.219273318598624e-36
ASAH1,12.790088,0.87086654,1.8626246687702896e-37,1.013054454136906e-35
KHDRBS1,12.749597,0.73836136,3.1336107611744984e-37,1.6990650323127468e-35
ELL2,12.748981,1.1831455,3.158435250764823e-37,1.7098863256644386e-35
CDC42,12.745463,0.62909293,3.3042345426633474e-37,1.7860658562534877e-35
TPD52,12.740246,1.2355946,3.532781078393357e-37,1.906670709513834e-35
MAL2,12.72638,0.8082743,4.219529707484555e-37,2.2738217219703964e-35
STAG3L3,12.719121,1.1721421,4.63040130746034e-37,2.4914111782177494e-35
SERBP1,12.717891,0.6593911,4.7038789529881075e-37,2.527076254025033e-35
KRT6A,12.714372,3.695295,4.92048367315707e-37,2.639407539791964e-35
PER1,12.712452,1.6072774,5.042780707664001e-37,2.7008856732282726e-35
RAB31,12.705796,1.0381956,5.4907798102913675e-37,2.931892836391903e-35
PSMA3-AS1,12.697454,0.92928475,6.108457036857065e-37,3.256762336721897e-35
ZFC3H1,12.694575,1.2792673,6.337286365807351e-37,3.373644794888504e-35
DAAM1,12.691905,1.3450661,6.557096843829882e-37,3.485379691497169e-35
UBE2S,12.684142,0.9142911,7.240258867123022e-37,3.842696303570504e-35
SUN1,12.676883,1.0912254,7.942849121646012e-37,4.209230827888878e-35
TCF7L1,12.665354,1.8336405,9.200425227109031e-37,4.868327414977045e-35
TMEM258,12.664726,0.6959589,9.27428729234597e-37,4.900031338595123e-35
DDIT3,12.646271,1.063254,1.173116504548645e-36,6.179527494350321e-35
PPAN,12.644942,1.51297,1.1931191982052029e-36,6.275485483374223e-35
TRIB1,12.636367,1.0768892,1.3306169167399614e-36,6.988225017886181e-35
DYNLRB1,12.631384,0.69940025,1.417629981739204e-36,7.434093941553273e-35
ZNF426,12.630252,1.7950581,1.4381710642941778e-36,7.530572331442017e-35
SNX2,12.629489,1.0871488,1.4521805382320404e-36,7.592613573033146e-35
SFPQ,12.628062,0.68451333,1.4787570712296389e-36,7.720078706932149e-35
MRPS11,12.62618,1.0412378,1.514551185299127e-36,7.895216008232171e-35
PTPN11,12.620434,1.2092971,1.6292171574141194e-36,8.467832074814363e-35
CRK,12.613704,1.0981121,1.7745385014502913e-36,9.209514069195862e-35
JUN,12.602877,0.8775447,2.0358244904055875e-36,1.0534417300500783e-34
KLF3,12.601461,0.9428723,2.072680720996343e-36,1.0709358401795074e-34
AC090498.1,12.595753,0.8948022,2.2282450597520754e-36,1.1496239379499142e-34
TAF11,12.587891,1.0856426,2.461640687678768e-36,1.2681780874133946e-34
SMIM15,12.579303,1.1530957,2.7444183286478227e-36,1.4117882573505307e-34
TNKS1BP1,12.572031,1.8762267,3.008926710593089e-36,1.5455941517059674e-34
TLE3,12.567454,1.1566873,3.1882561809174814e-36,1.6353194294384777e-34
CCNL2,12.565141,1.0523916,3.282885539424598e-36,1.6814020907825547e-34
SRSF6,12.564625,0.96300596,3.304404650859051e-36,1.6899600787180897e-34
CTSD,12.561598,0.86075175,3.433289758786065e-36,1.7533231929498315e-34
ABAT,12.559027,3.19734,3.5467064485654604e-36,1.8086143841850138e-34
TEAD4,12.55552,1.7899218,3.707388351116366e-36,1.887812894441645e-34
SNAPC2,12.553527,1.6255357,3.801926778945339e-36,1.9331504685708316e-34
RNF114,12.54388,0.7432538,4.2944025169407345e-36,2.1772558792599237e-34
KRT17,12.542859,0.96817136,4.350114362498116e-36,2.2023237482186068e-34
GPATCH2,12.54158,1.5344802,4.420936812036056e-36,2.234958487638659e-34
FRS2,12.52999,1.5972928,5.116929667286983e-36,2.583093733622531e-34
CEBPB,12.526323,0.7652592,5.3590023609365134e-36,2.701413887396046e-34
BOK,12.514746,2.3610737,6.200625098227802e-36,3.1211885791724045e-34
CTC-425F1.4,12.497016,3.042902,7.750624074852356e-36,3.895825134047748e-34
CTTNBP2NL,12.495761,1.4764594,7.873912839968669e-36,3.95214182331856e-34
BAIAP2L1,12.471905,2.023206,1.0625593186313931e-35,5.325680693311554e-34
VAMP2,12.465531,0.66346085,1.1510237423748464e-35,5.7608574342365e-34
EIF4G3,12.456721,1.7266335,1.2854704850608087e-35,6.424609600655976e-34
TMED2,12.45543,0.6677533,1.3064570837142034e-35,6.520222959701496e-34
KIF1B,12.447518,1.2748438,1.4426082923621675e-35,7.189509553495709e-34
CDKN2AIP,12.428189,1.4131691,1.837486116332722e-35,9.131552290997198e-34
GAS6,12.426898,0.83431625,1.8674165194458921e-35,9.267186357447941e-34
